Sample,Feature,Length (um),Area (um2)
TB14.0024.E,4a,3572.62,513907.45
TB14.0024.E,4b,2838.3,302167.54
TB14.0024.E,4c,2512.8,244175.02
Sample,Feature,Length (um),Area (um2)
TB14.0119.A,1a,3524.03,745932.51
TB14.0119.A,1b,2905.46,393625.9
TB14.0119.A,1c,2905.46,393625.9
TB14.0119.A,2a,2566.92,273581.79
TB14.0119.A,2b,2819.86,83749.74
TB14.0119.A,2c,2819.86,83749.74
TB14.0119.A,3a,1635.76,107174.16
TB14.0119.A,3b,1442.77,52930.71
TB14.0119.A,3c,1442.77,52930.71
TB14.0119.A,4a,520.5,12004.12
TB14.0119.A,4b,421.56,5639.74
TB14.0119.A,4c,421.56,5639.74
Sample,Feature,Length (um),Area (um2)
TB14.0119.C,1a,2436.87,216588.12
TB14.0119.C,1b,2080.6,102121.26
TB14.0119.C,1c,1960,74126.99
TB14.0119.C,2a,1895.24,142612.74
TB14.0119.C,2b,1678.05,72889.06
TB14.0119.C,2c,1678.05,72889.06
TB14.0119.C,3a,6095.33,868822.72
TB14.0119.C,3b,4920.01,371463.89
TB14.0119.C,3c,4920.01,371463.89
TB14.0119.C,4a,635.81,15761.36
TB14.0119.C,4b,523.06,8616.99
TB14.0119.C,4c,523.06,8616.99
Sample,Feature,Length (um),Area (um2)
TB14.0119.E,1a,879.67,21829.81
TB14.0119.E,1b,774.32,6530.67
TB14.0119.E,1c,774.32,6530.67
TB14.0119.E,2a,961.19,51138.82
TB14.0119.E,2b,887.97,29267.72
TB14.0119.E,2c,795.81,25099.97
TB14.0119.E,3a,886.08,45570.23
TB14.0119.E,3b,733.07,28435.02
TB14.0119.E,3c,733.07,28435.02
TB14.0119.E,4a,868.76,20642.57
TB14.0119.E,4b,684.47,9313.27
TB14.0119.E,4c,684.47,9313.27
Sample,Feature,Length (um),Area (um2)
TB14.0120.A,1a,4285.92,571708.59
TB14.0120.A,1b,4088.8,206096.28
TB14.0120.A,1c,4088.8,206096.28
TB14.0120.A,2a,1695.84,96485.41
TB14.0120.A,2b,1541.35,63627.37
TB14.0120.A,2c,1308.48,40676.47
TB14.0120.A,3a,2319.54,159148.31
TB14.0120.A,3b,2036.69,109962.78
TB14.0120.A,3c,1585,49239.87
TB14.0120.A,4a,2849.27,392848.92
TB14.0120.A,4b,2328.27,265969.81
TB14.0120.A,4c,1838.61,154957.72
Sample,Feature,Length (um),Area (um2)
TB14.0120.C,1a,1890.97,140761.1
TB14.0120.C,1b,1773.62,78650.66
TB14.0120.C,1c,1548.02,52911.64
TB14.0120.C,2a,599.81,14421.89
TB14.0120.C,2b,488.63,7492.88
TB14.0120.C,2c,488.63,7492.88
TB14.0120.C,3a,4786.78,1115620.7
TB14.0120.C,3b,4462.45,480062.23
TB14.0120.C,3c,4085.18,399007.36
TB14.0120.C,4a,1010.9,41906.87
TB14.0120.C,4b,848.83,19081.1
TB14.0120.C,4c,848.83,19081.1
Sample,Feature,Length (um),Area (um2)
TB14.0120.E,1a,2665.32,295618.3
TB14.0120.E,1b,2230.37,147960.94
TB14.0120.E,1c,1998.13,108845.95
TB14.0120.E,2a,674.3,25675.02
TB14.0120.E,2b,553.01,17742.13
TB14.0120.E,2c,441.27,10944.4
TB14.0120.E,3a,1611.28,64327.16
TB14.0120.E,3b,1394.87,33098.5
TB14.0120.E,3c,1366.07,23680.06
TB14.0120.E,4a,1443.13,83415.03
TB14.0120.E,4b,1383.76,42828.17
TB14.0120.E,4c,1159.42,34720.97
Sample,Feature,Length (um),Area (um2)
TB14.0144.A,1a,2219.89,225110.99
TB14.0144.A,1b,2152.45,110613.88
TB14.0144.A,1c,2152.45,110613.88
TB14.0144.A,2a,967.09,49731.2
TB14.0144.A,2b,802.93,31661.52
TB14.0144.A,2c,756.81,22937.47
TB14.0144.A,3a,1068.51,67502.2
TB14.0144.A,3b,988.95,43979.77
TB14.0144.A,3c,926.86,35507.85
TB14.0144.A,4a,1113.48,70712.63
TB14.0144.A,4b,991.21,46343.57
TB14.0144.A,4c,872.54,37341.54
Sample,Feature,Length (um),Area (um2)
TB14.0144.C,1a,3981.74,797242.76
TB14.0144.C,1b,3077.21,368377.33
TB14.0144.C,1c,2841.67,307274.15
TB14.0144.C,2a,1049.08,61390.57
TB14.0144.C,2b,906.24,46413.97
TB14.0144.C,2c,805.4,37134.34
TB14.0144.C,3a,722.49,25756.34
TB14.0144.C,3b,640.52,16484.49
TB14.0144.C,3c,640.52,16484.49
TB14.0144.C,4a,743.46,20305.1
TB14.0144.C,4b,646.04,11350.14
TB14.0144.C,4c,561.61,7204.86
Sample,Feature,Length (um),Area (um2)
TB14.0144.E,1a,1942.52,228509.54
TB14.0144.E,1b,1501.77,134316.02
TB14.0144.E,1c,1269.67,94355.79
TB14.0144.E,2a,3025.55,447058.86
TB14.0144.E,2b,2471.49,242645.67
TB14.0144.E,2c,2471.49,242645.67
TB14.0144.E,3a,1066.26,67435.05
TB14.0144.E,3b,938.85,49851.81
TB14.0144.E,3c,858.87,36910.95
TB14.0144.E,4a,1382.97,91606.83
TB14.0144.E,4b,1144.03,59301.37
TB14.0144.E,4c,1059.17,47288.21
Sample,Feature,Length (um),Area (um2)
TB14.1063.A,1a,3370.55,506665.45
TB14.1063.A,1b,2943.96,368668.12
TB14.1063.A,1c,2912.29,315110.4
TB14.1063.A,2a,1073.8,69293.84
TB14.1063.A,2b,961.77,55734.52
TB14.1063.A,2c,791.61,39585.74
TB14.1063.A,3a,797.33,31233.18
TB14.1063.A,3b,734.81,18971.91
TB14.1063.A,3c,734.81,18971.91
TB14.1063.A,4a,713.21,21576.3
TB14.1063.A,4b,606.8,10820.4
TB14.1063.A,4c,606.8,10820.4
Sample,Feature,Length (um),Area (um2)
TB14.0163.C,1a,3049.52,520620.35
TB14.0163.C,1b,2486.12,331519.59
TB14.0163.C,1c,2320.39,286918.48
TB14.0163.C,2a,4476.1,728765.3
TB14.0163.C,2b,3684.17,407430.32
TB14.0163.C,2c,3133.3,366787.11
TB14.0163.C,3a,3111.14,438850.5
TB14.0163.C,3b,2244.71,245999.79
TB14.0163.C,3c,2277.3,208406.37
TB14.0163.C,4a,1088.1,64450.03
TB14.0163.C,4b,1019.94,38924.86
TB14.0163.C,4c,863.29,33482.15
Sample,Feature,Length (um),Area (um2)
TB14.1063.E,1a,7373.82,2493256.68
TB14.1063.E,1b,6405.32,1730074.75
TB14.1063.E,1c,5848.72,1381230.07
TB14.1063.E,2a,1783.57,130826.86
TB14.1063.E,2b,1375.22,68615.26
TB14.1063.E,2c,1375.22,68615.26
TB14.1063.E,3a,2992.21,207230.05
TB14.1063.E,3b,2758.25,94488.44
TB14.1063.E,3c,2758.25,94488.44
TB14.1063.E,4a,2170.58,137576.28
TB14.1063.E,4b,1881.27,71673.96
TB14.1063.E,4c,1797.59,50686.39
Sample,Feature,Length (um),Area (um2)
TB14.0282.A,1a,4066.21,677523.45
TB14.0282.A,1b,3371.7,240355.53
TB14.0282.A,1c,3371.7,240355.53
TB14.0282.A,2a,3083.14,484886.72
TB14.0282.A,2b,3113.97,267184.4
TB14.0282.A,2c,2554.06,223261.61
TB14.0282.A,3a,1178.63,55192.11
TB14.0282.A,3b,1158.74,14453.26
TB14.0282.A,3c,1158.74,14453.26
TB14.0282.A,4a,701.17,15442.33
TB14.0282.A,4b,587.62,7252.92
TB14.0282.A,4c,433.29,4863.27
Sample,Feature,Length (um),Area (um2)
TB14.0282.C,1a,3160.14,357636.87
TB14.0282.C,1b,2779.19,139048.27
TB14.0282.C,1c,2510.17,79253.31
TB14.0282.C,2a,9458.41,2099784.9
TB14.0282.C,2b,8420.57,1082103.03
TB14.0282.C,2c,8309.58,797750.16
TB14.0282.C,3a,2507.4,187523.34
TB14.0282.C,3b,2109.15,99939.31
TB14.0282.C,3c,2159.56,83518.82
TB14.0282.C,4a,2123.39,155803.34
TB14.0282.C,4b,1859.92,101372.77
TB14.0282.C,4c,1827.48,79822.2
Sample,Feature,Length (um),Area (um2)
TB14.0282.E,1a,3884.52,655252.89
TB14.0282.E,1b,2471.13,201127.47
TB14.0282.E,1c,2471.13,201127.47
TB14.0282.E,2a,774.68,31318.15
TB14.0282.E,2b,642.44,18230.7
TB14.0282.E,2c,642.44,18230.7
TB14.0282.E,3a,744.37,21071.53
TB14.0282.E,3b,625.83,10091.12
TB14.0282.E,3c,625.83,10091.12
TB14.0282.E,4a,1349.48,61800.08
TB14.0282.E,4b,1495.06,34360.53
TB14.0282.E,4c,1099.65,26698.1
Sample,Feature,Length (um),Area (um2)
TB14.0339.A,1a,2031.14,162411.95
TB14.0339.A,1b,1922.85,80647.37
TB14.0339.A,1c,1594.17,72828.56
TB14.0339.A,2a,2744.02,339437.17
TB14.0339.A,2b,2466.21,222389.89
TB14.0339.A,2c,2466.21,222389.89
TB14.0339.A,3a,1175.25,48232.48
TB14.0339.A,3b,1046.65,25669.24
TB14.0339.A,3c,1046.65,25669.24
TB14.0339.A,4a,2258,219193.64
TB14.0339.A,4b,1770.44,121423.23
TB14.0339.A,4c,1648.67,107315.22
Sample,Feature,Length (um),Area (um2)
TB14.0339.C,1a,5789.9,757264.96
TB14.0339.C,1b,5183.31,445879.53
TB14.0339.C,1c,5183.31,445879.53
TB14.0339.C,2a,3142.48,295039.61
TB14.0339.C,2b,2955.19,134006.54
TB14.0339.C,2c,2955.19,134006.54
TB14.0339.C,3a,2155.75,122260.82
TB14.0339.C,3b,1852.35,61357.94
TB14.0339.C,3c,1852.35,61357.94
TB14.0339.C,4a,2237.59,224041.98
TB14.0339.C,4b,1917.02,141610.99
TB14.0339.C,4c,1917.02,141610.99
Sample,Feature,Length (um),Area (um2)
TB14.0351.E,1a,4580.54,1022724.86
TB14.0351.E,1b,3924.38,555798.14
TB14.0351.E,1c,3924.38,555798.14
TB14.0351.E,2a,3034.76,371238.62
TB14.0351.E,2b,2342.94,139044.76
TB14.0351.E,2c,2342.94,139044.76
TB14.0351.E,3a,1284.24,83436.49
TB14.0351.E,3b,1142.7,46566.08
TB14.0351.E,3c,1142.7,46566.08
TB14.0351.E,4a,1827.65,143697.19
TB14.0351.E,4b,1530.55,91478.94
TB14.0351.E,4c,1540.73,81008.06
Sample,Feature,Length (um),Area (um2)
TB14.0409.A,1a,1863.24,117952.2
TB14.0409.A,1b,1578.27,73042.47
TB14.0409.A,1c,1456.26,64366.42
TB14.0409.A,2a,2142.37,197195.01
TB14.0409.A,2b,1864.38,138976.49
TB14.0409.A,2c,1780.23,132367.64
TB14.0409.A,3a,1460.59,93248.5
TB14.0409.A,3b,1341.29,61380.72
TB14.0409.A,3c,1285.6,58716.99
TB14.0409.A,4a,1839.89,100549.66
TB14.0409.A,4b,1598.23,53713.63
TB14.0409.A,4c,1530.28,43456.54
Sample,Feature,Length (um),Area (um2)
TB14.0409.C,1a,2060.63,208062.57
TB14.0409.C,1b,1743.39,134240.86
TB14.0409.C,1c,1743.39,134240.86
TB14.0409.C,2a,1838.18,178139.1
TB14.0409.C,2b,1640.67,125188.75
TB14.0409.C,2c,1525.76,116826.04
TB14.0409.C,3a,1028.54,28969.13
TB14.0409.C,3b,898.78,13350.99
TB14.0409.C,3c,898.78,13350.99
TB14.0409.C,4a,1185.14,75060.26
TB14.0409.C,4b,989.92,48307.98
TB14.0409.C,4c,989.92,48307.98
Sample,Feature,Length (um),Area (um2)
TB14.0409.E,1a,1520.74,134580.18
TB14.0409.E,1b,1478.77,86328.71
TB14.0409.E,1c,1478.77,86328.71
TB14.0409.E,2a,2885.21,260872.03
TB14.0409.E,2b,2664.02,181550.14
TB14.0409.E,2c,2558.49,156985.44
TB14.0409.E,3a,1821.94,114403.04
TB14.0409.E,3b,1599.65,70369.74
TB14.0409.E,3c,1599.65,70369.74
TB14.0409.E,4a,3830.24,295151.39
TB14.0409.E,4b,3623.78,196892.44
TB14.0409.E,4c,3421.05,183002.83
Sample,Feature,Length (um),Area (um2)
TB14.0600.A,1a,2596.15,144442.16
TB14.0600.A,1b,2215.3,67546.75
TB14.0600.A,1c,2215.3,67546.75
TB14.0600.A,2a,1095.89,37383.59
TB14.0600.A,2b,1148.56,17408.68
TB14.0600.A,2c,1148.56,17408.68
TB14.0600.A,3a,2025.19,51455.7
TB14.0600.A,3b,1826.41,24765.89
TB14.0600.A,3c,1826.41,24765.89
TB14.0600.A,4a,1480.25,40938.64
TB14.0600.A,4b,1361.3,15289.1
TB14.0600.A,4c,1277.27,10017.95
Sample,Feature,Length (um),Area (um2)
TB14.0600.C,1a,3060.05,400829
TB14.0600.C,1b,2802.06,239609.18
TB14.0600.C,1c,2427.03,217556.11
TB14.0600.C,2a,1391.41,71948.81
TB14.0600.C,2b,1303.26,38150.77
TB14.0600.C,2c,1303.26,38150.77
TB14.0600.C,3a,837.04,39161.8
TB14.0600.C,3b,708.37,24306.68
TB14.0600.C,3c,708.37,24306.68
TB14.0600.C,4a,1333.42,41820.65
TB14.0600.C,4b,1282.93,23236.67
TB14.0600.C,4c,1282.93,23236.67
Sample,Feature,Length (um),Area (um2)
TB14.0600.E,1a,2331.06,234636.6
TB14.0600.E,1b,2614.64,116854.89
TB14.0600.E,1c,2614.64,116854.89
TB14.0600.E,2a,1343.91,77969.69
TB14.0600.E,2b,1276.4,42256.14
TB14.0600.E,2c,1276.4,42256.14
TB14.0600.E,3a,1081.78,49176.49
TB14.0600.E,3b,934.37,29315.53
TB14.0600.E,3c,934.37,29315.53
TB14.0600.E,4a,1466.5,78678.39
TB14.0600.E,4b,1282.69,46392.64
TB14.0600.E,4c,1282.69,46392.64
Sample,Feature,Length (um),Area (um2)
TB14.1082.A,1a,2056.05,167399.26
TB14.1082.A,1b,1919.59,69101.67
TB14.1082.A,1c,1620.3,51571.16
TB14.1082.A,2a,1364.51,109465.7
TB14.1082.A,2b,1168.28,72102.19
TB14.1082.A,2c,951.89,55798.06
TB14.1082.A,3a,15164.29,4096340.16
TB14.1082.A,3b,14241.96,2059998.51
TB14.1082.A,3c,13037.02,1255663.67
TB14.1082.A,4a,3621.72,552829.67
TB14.1082.A,4b,3112.85,172459
TB14.1082.A,4c,2466.95,47162.18
Sample,Region,Length (um),Area (um2)
TB14.1082.C,1a,8189.35,1140101.01
TB14.1082.C,1b,5852.32,465110.87
TB14.1082.C,1c,5031.51,330930.32
TB14.1082.C,2a,881.13,43126.34
TB14.1082.C,2b,965.23,19518.65
TB14.1082.C,2c,673.8,16892.67
TB14.1082.C,3a,901.52,36358.35
TB14.1082.C,3b,674.74,18316.08
TB14.1082.C,3c,698.37,14910.48
TB14.1082.C,4a,1204.19,77667.74
TB14.1082.C,4b,1172.32,39762.69
TB14.1082.C,4c,1172.32,39762.69
Sample,Feature,Length (um),Area (um2)
TB14.1082.E,1a,3001.92,347309.07
TB14.1082.E,1b,2865.02,183177.68
TB14.1082.E,1c,2634.59,99785.37
TB14.1082.E,2a,596.43,18265.02
TB14.1082.E,2b,425.12,6206.56
TB14.1082.E,2c,425.12,6206.56
TB14.1082.E,3a,1298.38,85390.71
TB14.1082.E,3b,1061.24,25032.76
TB14.1082.E,3c,797.68,10449.93
TB14.1082.E,4a,949.4,32288.31
TB14.1082.E,4b,731.7,15401.85
TB14.1082.E,4c,668.79,11276.44
Sample,Feature,Length (um),Area (um2)
TB14.1128.A,1a,2900.31,423549.72
TB14.1128.A,1b,2590.88,317198.71
TB14.1128.A,1c,2521.48,199023
TB14.1128.A,2a,3425.21,293080.26
TB14.1128.A,2b,3259.2,178067.76
TB14.1128.A,2c,2445.13,97339.19
TB14.1128.A,3a,875.12,40207.93
TB14.1128.A,3b,802.69,30847.67
TB14.1128.A,3c,761.83,18906.53
TB14.1128.A,4a,2006.24,168413.79
TB14.1128.A,4b,1794.8,97832.84
TB14.1128.A,4c,1507.1,54564.58
Sample,Region,Length (um),Area (um2)
TB14.1182.C,1a,1437.9,110025.74
TB14.1182.C,1b,1276.4,84151.02
TB14.1182.C,1c,1035.99,53305.51
TB14.1182.C,2a,3907.32,691148.68
TB14.1182.C,2b,3356.59,450851.27
TB14.1182.C,2c,2970.92,314677.39
TB14.1182.C,3a,2509.72,221577.52
TB14.1182.C,3b,2471.44,156844.92
TB14.1182.C,3c,2026.35,51539.23
TB14.1182.C,4a,1176.5,78111.59
TB14.1182.C,4b,1139.4,58035.56
TB14.1182.C,4c,1007.54,38287.45
Sample,Region,Length (um),Area (um2)
TB14.1128.E,1a,746.77,30207.42
TB14.1128.E,1b,666.46,22586.7
TB14.1128.E,1c,531.36,15124.62
TB14.1128.E,2a,457.79,10998.57
TB14.1128.E,2b,373.05,5572.77
TB14.1128.E,2c,290.32,3456.28
TB14.1128.E,3a,2345.95,103658.9
TB14.1128.E,3b,2228.91,70885.05
TB14.1128.E,3c,2138.01,39504.71
TB14.1128.E,4a,412.53,8089.4
TB14.1128.E,4b,370.46,5214.96
TB14.1128.E,4c,284.17,2879.14
Sample,Feature,Length (um),Area (um2)
TB14.1166.A,1a,10123.64,5095726.28
TB14.1166.A,1b,7752.14,3175194.87
TB14.1166.A,1c,7432.2,2868460.16
TB14.1166.A,2a,4966.77,1006354.69
TB14.1166.A,2b,3368.12,438733.64
TB14.1166.A,2c,3285.68,377867.34
TB14.1166.A,3a,5719.5,1318023.06
TB14.1166.A,3b,3959.07,276468.75
TB14.1166.A,3c,3919.49,202784.26
TB14.1166.A,4a,3139.58,447483.3
TB14.1166.A,4b,2484.72,244900.89
TB14.1166.A,4c,2484.72,244900.89
Sample,Feature,Length (um),Area (um2)
TB14.1166.C,1a,3757.9,613734.48
TB14.1166.C,1b,3182.79,404557.92
TB14.1166.C,1c,3182.79,404557.92
TB14.1166.C,2a,5172.69,461717.56
TB14.1166.C,2b,4103.42,211076.14
TB14.1166.C,2c,4103.42,211076.14
TB14.1166.C,3a,3006.59,197574.5
TB14.1166.C,3b,2700.84,59055.92
TB14.1166.C,3c,2700.84,59055.92
TB14.1166.C,4a,877.07,32306.56
TB14.1166.C,4b,725.45,14937.6
TB14.1166.C,4c,725.45,14937.6
Sample,Feature,Length (um),Area (um2)
TB14.1166.E,1a,1377.51,117635.05
TB14.1166.E,1b,1137.37,74746.92
TB14.1166.E,1c,1137.37,74746.92
TB14.1166.E,2a,1606.52,94185.61
TB14.1166.E,2b,1338.65,56776.23
TB14.1166.E,2c,1318.55,43402.56
TB14.1166.E,3a,3802.6,218791.89
TB14.1166.E,3b,3419.88,114812.68
TB14.1166.E,3c,3313.28,91138.08
TB14.1166.E,4a,1569.06,122247.65
TB14.1166.E,4b,1273.15,77554.08
TB14.1166.E,4c,1212.7,66502.8
Sample,Feature,Length (um),Area (um2)
TB14.1244.A,1a,4154.44,836613.9
TB14.1244.A,1b,3939.68,674263.49
TB14.1244.A,1c,3771.37,565733.89
TB14.1244.A,2a,1680.57,76195.92
TB14.1244.A,2b,1115.37,44453.71
TB14.1244.A,2c,1029.75,34585.49
TB14.1244.A,3a,3369.73,338280.78
TB14.1244.A,3b,3105.68,234505.06
TB14.1244.A,3c,2991.26,198914.29
TB14.1244.A,4a,963.15,38238.92
TB14.1244.A,4b,890.37,23939.92
TB14.1244.A,4c,890.37,23939.92
Sample,Feature,Length (um),Area (um2)
TB14.1244.C,1a,2936.03,246842.4
TB14.1244.C,1b,2307.5,131029.12
TB14.1244.C,1c,2307.5,131029.12
TB14.1244.C,2a,1406.9,71738.16
TB14.1244.C,2b,1286.87,53133.19
TB14.1244.C,2c,1291.2,48452.68
TB14.1244.C,3a,687.57,17439.03
TB14.1244.C,3b,591.72,8095.87
TB14.1244.C,3c,591.72,8095.87
TB14.1244.C,4a,497.26,12985.19
TB14.1244.C,4b,427.73,7991.21
TB14.1244.C,4c,427.73,7991.21
Sample,Feature,Length (um),Area (um2)
TB14.1244.E,1a,3050.85,414244.7
TB14.1244.E,1b,2607.28,267900.65
TB14.1244.E,1c,2607.28,267900.65
TB14.1244.E,2a,2227.08,179202.67
TB14.1244.E,2b,2067.26,129913.48
TB14.1244.E,2c,1944.27,114057.39
TB14.1244.E,3a,1551.18,138979.53
TB14.1244.E,3b,1394.33,109311.88
TB14.1244.E,3c,1335.11,97786.59
TB14.1244.E,4a,1062.55,54826.1
TB14.1244.E,4b,930.3,34151.27
TB14.1244.E,4c,930.3,34151.27
Sample,Feature,Length (um),Area (um2)
TB14.1273.A,1a,1981.5,141617.17
TB14.1273.A,1b,1716.1,108156.32
TB14.1273.A,1c,1716.1,108156.32
TB14.1273.A,2a,978.41,55397.04
TB14.1273.A,2b,818.72,34950.15
TB14.1273.A,2c,818.72,34950.15
TB14.1273.A,3a,922.91,36568.18
TB14.1273.A,3b,737.27,20021.54
TB14.1273.A,3c,737.27,20021.54
TB14.1273.A,4a,1091.05,52315.3
TB14.1273.A,4b,996.98,35417.06
TB14.1273.A,4c,996.98,35417.06
Sample,Feature,Length (um),Area (um2)
TB14.1273.C,1a,766.59,21428.99
TB14.1273.C,1b,595.58,10500.11
TB14.1273.C,1c,595.58,10500.11
TB14.1273.C,2a,792.57,26850.86
TB14.1273.C,2b,642.42,14897.31
TB14.1273.C,2c,617.36,12774.1
TB14.1273.C,3a,749.93,23260.27
TB14.1273.C,3b,620.59,13192.86
TB14.1273.C,3c,620.59,13192.86
TB14.1273.C,4a,984.23,47686.99
TB14.1273.C,4b,807.87,26778.51
TB14.1273.C,4c,807.87,26778.51
Sample,Feature,Length (um),Area (um2)
TB14.1273.E,1a,2663.08,314957.66
TB14.1273.E,1b,2028.15,120101.13
TB14.1273.E,1c,2028.15,120101.13
TB14.1273.E,2a,3200.32,331410.41
TB14.1273.E,2b,2556.1,156451.75
TB14.1273.E,2c,2556.1,156451.75
TB14.1273.E,3a,4522.7,556062.95
TB14.1273.E,3b,3670.41,118213.21
TB14.1273.E,3c,3670.41,118213.21
TB14.1273.E,4a,818.95,29004.98
TB14.1273.E,4b,590.88,12320.49
TB14.1273.E,4c,590.88,12320.49
Sample,Feature,Length (um),Area (um2)
TB14.1692.A,1a,4114.23,998460.54
TB14.1692.A,1b,3544.02,567482.05
TB14.1692.A,1c,3263.75,520060.51
TB14.1692.A,2a,963.28,42383.59
TB14.1692.A,2b,879.23,24692.93
TB14.1692.A,2c,703.45,14539.74
TB14.1692.A,3a,1745.16,177657.87
TB14.1692.A,3b,1521.32,113631.4
TB14.1692.A,3c,1379.74,100487.2
TB14.1692.A,4a,2278.59,229009.19
TB14.1692.A,4b,2116.6,122666.41
TB14.1692.A,4c,1984.98,78898.43
Sample,Feature,Length (um),Area (um2)
TB14.1692.C,1a,2120.27,209651.21
TB14.1692.C,1b,1806.72,130201.1
TB14.1692.C,1c,1522.4,77673.44
TB14.1692.C,2a,3773.4,502899.86
TB14.1692.C,2b,3156.21,280692.61
TB14.1692.C,2c,2528.26,131826.86
TB14.1692.C,3a,1085.76,42149.82
TB14.1692.C,3b,866.87,17754.27
TB14.1692.C,3c,866.87,17754.27
TB14.1692.C,4a,875.11,18797.44
TB14.1692.C,4b,840.03,8169.61
TB14.1692.C,4c,840.03,8169.61
Sample,Feature,Length (um),Area (um2)
TB14.1692.E,1a,1489.62,103065.66
TB14.1692.E,1b,1291.64,57814.59
TB14.1692.E,1c,1178.58,37425.34
TB14.1692.E,2a,1851.17,118743.22
TB14.1692.E,2b,1519.08,65981.16
TB14.1692.E,2c,1393.21,58600.04
TB14.1692.E,3a,5069.57,979794.87
TB14.1692.E,3b,4282.79,543357.14
TB14.1692.E,3c,3359.13,269082.81
TB14.1692.E,4a,1019.43,39616.47
TB14.1692.E,4b,803.34,17582.08
TB14.1692.E,4c,803.34,17582.08
Sample,Feature,Length (um),Area (um2)
TB14.1817.A,1a,4981.04,680591.56
TB14.1817.A,1b,3060.45,165996.63
TB14.1817.A,1c,3060.45,165996.63
TB14.1817.A,2a,5641.35,1030407.25
TB14.1817.A,2b,5044.07,591653.97
TB14.1817.A,2c,4915.55,532172.19
TB14.1817.A,3a,1241.42,69268.03
TB14.1817.A,3b,1171.04,38007.81
TB14.1817.A,3c,1171.04,38007.81
TB14.1817.A,4a,2662.67,153532.96
TB14.1817.A,4b,2330.14,83315.65
TB14.1817.A,4c,2330.14,83315.65
Sample,Feature,Length (um),Area (um2)
TB14.1817.C,1a,1322.08,76013.21
TB14.1817.C,1b,1112.25,47848.29
TB14.1817.C,1c,1112.25,47848.29
TB14.1817.C,2a,1510.34,67277.74
TB14.1817.C,2b,1354.84,39324.03
TB14.1817.C,2c,1354.84,39324.03
TB14.1817.C,3a,847.72,37230.09
TB14.1817.C,3b,756.61,26775.6
TB14.1817.C,3c,756.61,26775.6
TB14.1817.C,4a,644,19800.06
TB14.1817.C,4b,531.95,12289.58
TB14.1817.C,4c,531.95,12289.58
Sample,Region,Length (um),Area (um2)
TB14.1818.A,1a,6412.27,701205.58
TB14.1818.A,1b,4988.82,222228.79
TB14.1818.A,1c,4988.82,222228.79
TB14.1818.A,2a,2757.35,200174.88
TB14.1818.A,2b,2443.38,91471.45
TB14.1818.A,2c,2443.38,91471.45
TB14.1818.A,3a,895.21,28108.54
TB14.1818.A,3b,770.04,13952.84
TB14.1818.A,3c,770.04,13952.84
TB14.1818.A,4a,616.15,19787.9
TB14.1818.A,4b,439.46,8970.26
TB14.1818.A,4c,439.46,8970.26
Sample,Feature,Length (um),Area (um2)
TB14.1818.C,1a,885.9,35528.3
TB14.1818.C,1b,694.94,20320.32
TB14.1818.C,1c,694.94,20320.32
TB14.1818.C,2a,1144.9,54194.35
TB14.1818.C,2b,1024.59,31400.61
TB14.1818.C,2c,909.69,27040.66
TB14.1818.C,3a,1313.26,95864.97
TB14.1818.C,3b,999.01,51965.09
TB14.1818.C,3c,999.01,51965.09
TB14.1818.C,4a,2639.57,405515.3
TB14.1818.C,4b,2208.35,244001.78
TB14.1818.C,4c,2208.35,244001.78
Sample,Region,Length (um),Area (um2)
TB14.1818.E,1a,2978.49,566604.87
TB14.1818.E,1b,2686.71,350659.3
TB14.1818.E,1c,2686.71,350659.3
TB14.1818.E,2a,1054.23,58701.65
TB14.1818.E,2b,873.87,34791
TB14.1818.E,2c,873.87,34791
TB14.1818.E,3a,797.43,27948.64
TB14.1818.E,3b,571.83,11142.76
TB14.1818.E,3c,571.83,11142.76
TB14.1818.E,4a,1869.77,117297.13
TB14.1818.E,4b,1397.93,57682.56
TB14.1818.E,4c,1397.93,57682.56
Sample,Feature,Length (um),Area (um2)
TB14.1866.A,1a,1515.84,150193.5
TB14.1866.A,1b,1323.04,96635.47
TB14.1866.A,1c,1323.04,96635.47
TB14.1866.A,2a,970.36,47162.18
TB14.1866.A,2b,806.97,27360.72
TB14.1866.A,2c,806.97,27360.72
TB14.1866.A,3a,1131.72,38345.1
TB14.1866.A,3b,835.16,10939.78
TB14.1866.A,3c,835.16,10939.78
TB14.1866.A,4a,615.98,19761.92
TB14.1866.A,4b,512.77,9607.34
TB14.1866.A,4c,512.77,9607.34
Sample,Feature,Length (um),Area (um2)
TB14.1866.C,1a,1452.05,66009.54
TB14.1866.C,1b,1284.46,30991.73
TB14.1866.C,1c,1284.46,30991.73
TB14.1866.C,2a,433.05,7642.64
TB14.1866.C,2b,350.94,3159.03
TB14.1866.C,2c,350.94,3159.03
TB14.1866.C,3a,874.49,43047.28
TB14.1866.C,3b,681.51,22638.4
TB14.1866.C,3c,681.51,22638.4
TB14.1866.C,4a,696.67,23578.93
TB14.1866.C,4b,538.54,10013.05
TB14.1866.C,4c,538.54,10013.05
Sample,Feature,Length (um),Area (um2)
TB14.1866.E,1a,1133.66,50243.54
TB14.1866.E,1b,917.17,22104.33
TB14.1866.E,1c,917.17,22104.33
TB14.1866.E,2a,713.87,16337.95
TB14.1866.E,2b,570.99,3838.93
TB14.1866.E,2c,570.99,3838.93
TB14.1866.E,3a,577.87,16367.35
